purity	normFactor	score	diploidProportion	ploidy	gender	status	polyclonalProportion	minPurity	maxPurity	minPloidy	maxPloidy	minDiploidProportion	maxDiploidProportion	version	somaticPenalty	wholeGenomeDuplication	msIndelsPerMb	msStatus
0.8700	0.5600	0.6887	0.0252	3.6429	MALE	NORMAL	0.2969	0.7800	0.9800	3.6089	3.6917	0.0066	0.0280	2.34	0.0000	true	0.0	UNKNOWN
