purity	normFactor	score	diploidProportion	ploidy	gender	status	polyclonalProportion	minPurity	maxPurity	minPloidy	maxPloidy	minDiploidProportion	maxDiploidProportion	version	somaticPenalty	wholeGenomeDuplication	msIndelsPerMb	msStatus
0.2300	1.0100	0.2936	0.6804	1.8488	FEMALE	NORMAL	0.0960	0.1900	0.2900	1.8170	1.8801	0.6374	0.7168	2.34	0.0000	false	0.0	UNKNOWN
